property_address,property_name,building_class,building_status,rba_sf,total_available_space_sf,rent_sf_yr,secondary_type,city,percent_leased,year_built,year_renovated,typical_floor_size_sf,parking_ratio,ceiling_height_raw,column_spacing,number_loading_docks,power,rail_lines,sewer,building_operating_expenses,capacity_available_kw,direct_available_space_sf,direct_vacant_space_sf,drive_ins,sprinklers,water,parking_spaces,latitude,longitude,source_state,source_file,source_row,candidate_id,building_status_normalized,is_directly_usable_by_status,is_pipeline_or_proxy_by_status,availability_class,usable_available_space_sf,has_listed_available_space,meets_min_available_space_20k,is_logistics_related_type,has_valid_coordinates,facility_name,is_primary_regional_hub_candidate,county_fips,county_name,county_state,region_id,county_throughput_ktons,region_state
327 Pine St,,C,Existing,121716,,$7.63 - 9.32 (Est.),Warehouse,Pawtucket,100.0,1907.0,,121716.0,0.92,"18'0""",20'w,4.0,,,Yes,2025 Tax @ $0.1930/sf,,,0,"1/12'0""w x 12'0""h",Wet,Yes,122.0,41.8799709,-71.3927184,RI,RI.csv,52,T4-RI-00052,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"327 Pine St, Pawtucket, RI",False,44007,Providence,RI,33,17322.63919427093,RI
2000 Plainfield Pike,Dean Warehouse Services,B,Existing,236551,,$7.78 - 9.51 (Est.),Distribution,Cranston,100.0,1976.0,,236551.0,0.32,"18'0""",30'w x 40'd,11.0,3000a/480v,,,2025 Tax @ $0.5031/sf,,,0,"1/10'0""w x 10'0""h",,County,75.0,41.7873405,-71.507324,RI,RI.csv,53,T4-RI-00053,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Dean Warehouse Services,False,44007,Providence,RI,33,17322.63919427093,RI
95 Pleasant Valley Pky,,C,Existing,128780,,$8.57 - 10.48 (Est.),Distribution,Providence,100.0,1950.0,,128780.0,0.31,,,11.0,,,,2024 Tax @ $0.6417/sf,,,0,"5/16'0""w x 12'0""h",,,40.0,41.831008,-71.427076,RI,RI.csv,54,T4-RI-00054,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"95 Pleasant Valley Pky, Providence, RI",False,44007,Providence,RI,33,17322.63919427093,RI
1400 Pontiac Ave,Pepsi-Cola Bottling,B,Existing,125578,,$10.04 - 12.27 (Est.),Distribution,Cranston,100.0,1978.0,,125578.0,0.84,,,22.0,,,,,,,0,"13/10'0""w x 10'0""h",,,105.0,41.744029,-71.453848,RI,RI.csv,55,T4-RI-00055,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Pepsi-Cola Bottling,False,44007,Providence,RI,33,17322.63919427093,RI
1 Powder Hill Rd,,A,Existing,104700,,$7.04 - 8.60 (Est.),Warehouse,Lincoln,100.0,1964.0,2001.0,104700.0,,"23'0""",30'w x 30'd,7.0,2000a/277-480v,,City,2025 Tax @ $1.1103/sf,,,0,,Wet,City,,41.917629,-71.480461,RI,RI.csv,56,T4-RI-00056,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1 Powder Hill Rd, Lincoln, RI",False,44007,Providence,RI,33,17322.63919427093,RI
226 Public St,,C,Existing,119350,,$8.57 - 10.48 (Est.),Warehouse,Providence,100.0,,,119350.0,,,,,,,,2025 Tax @ $0.1502/sf,,,0,,,,,41.806889,-71.4085336,RI,RI.csv,57,T4-RI-00057,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"226 Public St, Providence, RI",False,44007,Providence,RI,33,17322.63919427093,RI
280 Rand St,Bldg 6,C,Existing,180000,,$9.33 - 11.40 (Est.),Warehouse,Central Falls,100.0,1919.0,,45000.0,,,,8.0,,,,,,,0,,Wet,,56.0,41.881741,-71.398665,RI,RI.csv,58,T4-RI-00058,existing,True,False,direct_existing_facility,0.0,False,False,True,True,Bldg 6,False,44007,Providence,RI,33,17322.63919427093,RI
784 River St,,C,Existing,135392,,$8.55 - 10.45 (Est.),Warehouse,Woonsocket,100.0,1896.0,,45130.0,,,,3.0,,,,2025 Tax @ $0.0860/sf,,,0,"1/10'0""h",,,50.0,42.0058407,-71.5266277,RI,RI.csv,59,T4-RI-00059,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"784 River St, Woonsocket, RI",False,44007,Providence,RI,33,17322.63919427093,RI
1182 River St,,C,Existing,148667,,$8.20 - 10.02 (Est.),Warehouse,Woonsocket,100.0,1937.0,,49555.0,,,,,,,,2025 Tax @ $0.0436/sf,,,0,"5/12'0""h",,,30.0,42.0087661,-71.5298627,RI,RI.csv,60,T4-RI-00060,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1182 River St, Woonsocket, RI",False,44007,Providence,RI,33,17322.63919427093,RI
413 Roosevelt Ave,,C,Existing,107230,,$8.29 - 10.14 (Est.),Warehouse,Central Falls,100.0,1900.0,,54391.0,0.06,"15'0""",,3.0,,,,2025 Tax @ $0.2439/sf,,,0,1,,,7.0,41.8843755,-71.3818544,RI,RI.csv,61,T4-RI-00061,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"413 Roosevelt Ave, Central Falls, RI",False,44007,Providence,RI,33,17322.63919427093,RI
308 E School St,,B,Existing,110000,,$5.71 - 6.98 (Est.),Distribution,Woonsocket,100.0,1910.0,,55000.0,0.91,"14'0""",,1.0,Heavy,,City,2025 Tax @ $0.1385/sf,,,0,4,Dry,City,100.0,42.0115082,-71.5078922,RI,RI.csv,62,T4-RI-00062,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"308 E School St, Woonsocket, RI",False,44007,Providence,RI,33,17322.63919427093,RI
40 Slater Rd,,B,Existing,107647,,$9.94 - 12.15 (Est.),Distribution,Cranston,100.0,1989.0,,59166.0,1.61,,,21.0,,,,2025 Tax @ $1.2594/sf,,,0,"5/15'0""w x 18'0""h",,,190.0,41.747933,-71.448819,RI,RI.csv,63,T4-RI-00063,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"40 Slater Rd, Cranston, RI",False,44007,Providence,RI,33,17322.63919427093,RI
10 Thurber Blvd,,B,Existing,176847,,$7.25 - 8.86 (Est.),Warehouse,Smithfield,100.0,1985.0,,88424.0,,,,,,,City,2025 Tax @ $0.9347/sf,,,0,,Wet,City,,41.9108526,-71.5181618,RI,RI.csv,64,T4-RI-00064,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"10 Thurber Blvd, Smithfield, RI",False,44007,Providence,RI,33,17322.63919427093,RI
89 Tom Harvey Rd,,C,Existing,130950,,$9.07 - 11.08 (Est.),Warehouse,Westerly,100.0,1981.0,2004.0,130950.0,1.36,"26'0""",,15.0,800a,,City,2025 Tax @ $0.2059/sf,,,0,1,Wet,City,178.0,41.3441461,-71.8093668,RI,RI.csv,65,T4-RI-00065,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"89 Tom Harvey Rd, Westerly, RI",False,44009,Washington,RI,40,4265.521067518722,RI
1 Vision Blvd,,C,Existing,116000,,$8.52 - 10.41 (Est.),Warehouse,East Providence,100.0,1980.0,,116000.0,2.33,"16'0""",,8.0,,,,2025 Tax @ $1.2806/sf,,,0,"1/10'0""w x 10'0""h",Wet,,270.0,41.8033022,-71.3422769,RI,RI.csv,66,T4-RI-00066,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"1 Vision Blvd, East Providence, RI",False,44007,Providence,RI,33,17322.63919427093,RI
100 Warwick Industrial Dr,,C,Existing,167551,,$9.71 - 11.86 (Est.),Warehouse,Warwick,100.0,1985.0,,167551.0,0.84,,,1.0,,,,2025 Tax @ $1.0972/sf,,,0,"1/8'0""w x 9'0""h",,,118.0,41.7196,-71.425531,RI,RI.csv,67,T4-RI-00067,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"100 Warwick Industrial Dr, Warwick, RI",False,44003,Kent,RI,40,5174.6848245456495,RI
84 White Rock Rd,,B,Existing,143070,,$8.13 - 9.94 (Est.),Warehouse,Westerly,100.0,1849.0,,47690.0,0.23,,,1.0,,,,2024 Tax @ $0.0688/sf,,,0,"3/10'0""w x 12'0""h",,,33.0,41.4002875,-71.8403162,RI,RI.csv,68,T4-RI-00068,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"84 White Rock Rd, Westerly, RI",False,44009,Washington,RI,40,4265.521067518722,RI
2 Crow Point Rd,,C,Existing,116252,,$7.21 - 8.81 (Est.),Warehouse,Lincoln,100.0,,,116252.0,,,,,,,Yes,2025 Tax @ $0.4241/sf,,,0,,,Yes,,41.8843066,-71.4065236,RI,RI.csv,69,T4-RI-00069,existing,True,False,direct_existing_facility,0.0,False,False,True,True,"2 Crow Point Rd, Lincoln, RI",False,44007,Providence,RI,33,17322.63919427093,RI
