Property Address,Property Name,Building Class,Building Status,RBA,Total Available Space (SF),Rent/SF/Yr,Secondary Type,City,Percent Leased,Year Built,Year Renovated,Typical Floor Size,Parking Ratio,Ceiling Ht,Column Spacing,Number Of Loading Docks,Power,Rail Lines,Sewer,Building Operating Expenses,Capacity - Available kW,Direct Available Space,Direct Vacant Space,Drive Ins,Sprinklers,Water,Number Of Parking Spaces,Latitude,Longitude
7561 Industrial Blvd,Niagara Water,A,Existing,320732,,$7.57 - 9.26 (Est.),Warehouse,Allentown,100.00,2007,,320732,,,,,,,,2026 Tax @ $1.1112/sf,,,0,,,,,40.5702044,-75.6147203
8014 Industrial Blvd,,A,Existing,407000,,$7.47 - 9.13 (Est.),Warehouse,Breinigsville,100.00,1999,,407000,0.87,"32'0""",50'w x 50'd,59,3000a/277-480v 3p,,County,2026 Tax @ $0.9495/sf,,,0,,ESFR,County,356,40.5617144,-75.6192221
8150 Industrial Blvd,,A,Existing,300000,300000,$8.13 - 9.93 (Est.),Warehouse,Breinigsville,0.00,2001,,300000,,"30'0""",50'w x 60'd,30,3000a/277-480v,,County,2026 Tax @ $0.9486/sf,,300000,300000,"2/12'0""w x 14'0""h",ESFR,County,,40.5602056,-75.6231177
1621 Industrial Dr,Giant Foods/Harry E. Slep III Dist. Center,C,Existing,456262,,$6.88 - 8.41 (Est.),Distribution,Carlisle,100.00,,,456262,,,,70,,,,2025 Tax @ $0.7742/sf,,,0,None,,,,40.2009436,-77.2302380
7570 Industrial Park Way,Lehigh Valley South Distribution Center,A,Existing,314704,,$8.68 - 10.61 (Est.),Warehouse,Macungie,100.00,2008,,314704,0.61,"32'0""",50'w x 50'd,54,1200-2500a/277-480v 3p 4w,,County,2026 Tax @ $1.3796/sf,,,0,"2/12'0""w x 14'0""h",ESFR,County,193,40.5159367,-75.5909500
1380 Jacobsburg Rd,Wind Gap Logistics Center,A,Existing,349012,162340,$7.41 - 9.05 (Est.),Distribution,Wind Gap,53.49,2018,,349012,0.91,"36'0""",54'w x 54'd,15,1200a/277-480v 3p,,,,,162340,162340,"1/12'0""w x 14'0""h",ESFR,,318,40.8297282,-75.3000228
1560 Joel Dr,,B,Existing,350000,,$5.79 - 7.07 (Est.),Warehouse,Lebanon,71.43,2001,,350000,0.95,"31'0""",51'w x 50'd,13,3000a/480v 3p,,,2025 Tax @ $0.4900/sf,,,100000,"1/16'0""w x 14'0""h",ESFR,,334,40.3537370,-76.3810286
318 June Ave,BlueStar Appliances,C,Existing,338301,,$6.31 - 7.71 (Est.),Warehouse,Blandon,100.00,1973,,338301,,,,,,,,2025 Tax @ $0.1181/sf,,,0,Yes,,,,40.4417352,-75.8951139
400 Keystone Industrial Park Rd,,A,Existing,445945,,$4.68 - 5.72 (Est.),Warehouse,Dunmore,100.00,1963,2000,445945,2.66,"34'0""",25'w x 40'd,27,480v 3p,,City,2025 Tax @ $0.7584/sf,,,0,4,ESFR,City,1200,41.4354011,-75.6083710
240 Kindig Ln,UTZ,B,Existing,357214,207302,$5.11 - 6.24 (Est.),Warehouse,Hanover,41.97,1970,,357214,0.48,"40'6""",,33,3p,,Yes,2025 Tax @ $0.6707/sf,,207302,207302,2,ESFR,Yes,172,39.8099109,-77.0058873
900 Kriner Rd,,A,Existing,500000,,$7.08 - 8.66 (Est.),Warehouse,Chambersburg,100.00,2003,,500000,0.10,"30'0""",,50,2400a 3p,CSX,,2025 Tax @ $0.7308/sf,,,0,1,ESFR,,50,39.9046551,-77.6489144
1 Lee Blvd,,B,Existing,440400,440400,$10.03 - 12.26 (Est.),Warehouse,Malvern,0.00,1970,2000,440400,0.52,"27'0""",30'w x 40'd,42,1200a/277-480v,,City,2024 Tax @ $0.6380/sf,,440400,440400,"1/25'0""w x 24'0""h",ESFR,City,229,40.0635818,-75.5582983
390 N Lingle Ave,Building 3,A,Existing,378350,,$7.04 - 8.60 (Est.),Warehouse,Palmyra,100.00,2019,,378350,0.68,"32'0""",52'w x 60'd,92,,Norfolk Southern,County,2025 Tax @ $1.1329/sf,,,0,4,ESFR,County,255,40.3068773,-76.6123700
450 Lloyd St,"710 Lloyd Street, Allentown, PA",A,Existing,326320,,$8.77 - 10.71 (Est.),Distribution,Allentown,100.00,2022,,326320,0.00,,,,,,,2026 Tax @ $1.7016/sf,,,0,,,,,40.6321850,-75.4436141
645 Locust Point Rd,Locust Point Industrial Park Building 1,A,Under Construction,422865,422865,$8.41 - 10.28 (Est.),Warehouse,York,0.00,2027,,422865,0.84,"40'0""",56'w x 50'd,92,3000a/277-480v 3p,,,2025 Tax @ $0.0181/sf,,422865,0,4,ESFR,,355,40.0700913,-76.7542512
125 Logistics Dr,Building 6,A,Existing,458408,,$5.88 - 7.19 (Est.),Distribution,Hanover Township,100.00,2022,,458408,0.49,"36'0""",50'w x 52'd,54,3000a,,Yes,2025 Tax @ $1.0532/sf,,,0,2,ESFR,Yes,283,41.2057559,-75.9601616
2925 E Market St,,B,Existing,385886,135049,$6.38 - 7.80 (Est.),Warehouse,York,100.00,1963,2016,385886,0.19,"22'8""",50'w x 36'd,29,480v 3p,,City,2025 Tax @ $0.6932/sf,,135049,0,5,Wet,City,75,39.9792055,-76.6689843
3433 Marshall Ln,,B,Existing,450000,,$7.92 - 9.68 (Est.),Distribution,Bensalem,100.00,1971,,450000,0.13,"28'0""",50'w x 40'd,34,480a/277v,,County,2024 Tax @ $0.5960/sf,,,0,"1/10'0""w x 12'0""h",Wet,County,60,40.0830100,-74.9230840
3800 Marshall Ln,Bensalem 2,B,Existing,465800,,$8.54 - 10.44 (Est.),Distribution,Bensalem,100.00,1971,,465800,0.13,"27'6""",40'w x 45'd,40,,,,2024 Tax @ $0.7095/sf,,,0,6,ESFR,,62,40.0874320,-74.9173330
14400 McNulty Rd,,A,Existing,445000,,$9.20 - 11.24 (Est.),Warehouse,Philadelphia,100.00,1988,1996,445000,,"30'0""",40'w x 60'd,24,1200a,,City,,,,0,"1/14'0""w x 16'0""h",Dry,City,,40.1103155,-74.9712078
601 Meadowlands Blvd,HBC Service Co.,B,Existing,305000,,$7.15 - 8.74 (Est.),Distribution,Canonsburg,100.00,,,305000,0.19,,,23,,,,2025 Tax @ $0.6947/sf,,,0,None,,,60,40.2348731,-80.2076236
1 Medrad Dr,,B,Existing,415436,,$7.83 - 9.24 (Est.),Warehouse,Indianola,100.00,1930,,207718,7.61,,,12,,,,2024 Tax @ $0.5383/sf,,,0,"3/10'0""w x 12'0""h",,,800,40.5646590,-79.8570470
80 S Middlesex Rd,,A,Existing,500000,500000,$7.38 - 9.02 (Est.),Distribution,Carlisle,100.00,2001,,500000,0.77,"30'10""",50'w x 50'd,50,,,City,2025 Tax @ $0.5764/sf,,500000,0,"1/12'0""w x 14'0""h",ESFR,City,436,40.2258327,-77.1328464
1000 Modulus Rd,Amcel Center One,B,Existing,500000,,$6.34 - 7.74 (Est.),Warehouse,Mount Pleasant,100.00,1962,1984,500000,1.90,"36'0""",,80,480v 3p 4w,,City,2025 Tax @ $0.3106/sf,,,0,12,Yes,City,1000,40.1164150,-79.5472830
433 E Moorestown Rd,Link 33 Logistics Center,A,Existing,427919,,$7.57 - 9.26 (Est.),Distribution,Wind Gap,100.00,2022,,427919,0.67,"36'0""",55'w x 54'd,73,3000a/277-480v 3p,,,2026 Tax @ $0.1836/sf,,,0,"4/12'0""w x 14'0""h",ESFR,,287,40.8320205,-75.3109489
450 E Moorestown Rd,Building I,A,Existing,356656,,$7.57 - 9.26 (Est.),Distribution,Wind Gap,100.00,2020,,349920,0.55,"36'0""",50'w x 54'd,25,2500a,,,2026 Tax @ $0.1780/sf,,,0,"1/12'0""w x 14'0""h",ESFR,,259,40.8279678,-75.3096248
7529 Morris Ct,Lehigh Valley Distribution Center #5,A,Existing,320482,,$7.57 - 9.26 (Est.),Warehouse,Allentown,100.00,1998,,320482,0.48,"28'0""",41'w x 41'd,35,,,,2026 Tax @ $1.0171/sf,,,0,1,ESFR,,154,40.5677940,-75.6040772
200 Nestle Way,,A,Existing,384500,,$7.57 - 9.26 (Est.),Distribution,Breinigsville,100.00,2021,,384500,,"36'0""",,82,,,,,,,0,2,ESFR,,,40.5676454,-75.6331909
630 New Commerce Blvd,Building 3,A,Existing,358498,,$5.69 - 6.95 (Est.),Distribution,Hanover Township,100.00,2018,,358498,1.22,"36'0""",52'w x 50'd,40,3000a/480v 3p,,City,2025 Tax @ $1.4632/sf,,,0,"2/12'0""w x 14'0""h",,City,371,41.2042654,-75.9173645
1101 New Ford Mill Rd,,A,Existing,422153,,$8.27 - 10.11 (Est.),Warehouse,Morrisville,100.00,1968,,422153,0.78,"28'0""",48'w x 48'd,53,2405a/120-480v 3p,,City,2024 Tax @ $1.1945/sf,,,0,"3/10'0""w x 14'0""h",Wet,City,365,40.1666942,-74.7672888
2320 Newlins Mill Rd,,A,Existing,358375,,$7.57 - 9.26 (Est.),Warehouse,Easton,100.00,2008,,358375,0.83,"30'0""",,16,,,,,,,0,"1/10'0""w x 12'0""h",,,300,40.7250624,-75.2710385
1465 Nitterhouse Dr,,A,Existing,420000,,$6.20 - 7.57 (Est.),Distribution,Chambersburg,100.00,1995,,420000,0.48,"32'0""",40'w x 60'd,46,1000a/277-400v 3p 4w,"CSX,Norfolk Southern",City,2025 Tax @ $0.9235/sf,,,0,"2/12'0""w x 14'0""h",ESFR,City,202,39.9095394,-77.6618126
1490 Nitterhouse Dr,,B,Existing,415020,165000,$6.46 - 7.89 (Est.),Warehouse,Chambersburg,100.00,1998,2000,415020,0.29,"33'2""",50'w x 50'd,50,,,,2025 Tax @ $1.0515/sf,,0,0,2,ESFR,,178,39.9074123,-77.6550922
6000 N Noah Dr,Aldi Distribution Center,A,Existing,500000,,$6.81 - 8.32 (Est.),Distribution,Saxonburg,100.00,2004,,500000,,,,,,,,2025 Tax @ $0.8595/sf,,,0,,,,,40.7365270,-79.8473440
1104 North Park Dr,,B,Existing,410000,,$6.68 - 8.16 (Est.),Distribution,Hazleton,100.00,2008,,410000,0.74,"36'6""",50'w x 50'd,46,800a/277-480v 3p,Norfolk Southern,,2025 Tax @ $0.5960/sf,,,0,"1/12'0""w x 14'0""h",ESFR,,304,40.9381170,-76.0549680
2410 Northampton St,,A,Existing,306500,,$5.39 - 6.59 (Est.),Warehouse,Easton,100.00,1960,,306500,,"22'0""",20'w x 40'd,17,2400a/120-208v 3p,,City,2026 Tax @ $0.0703/sf,,,0,1,Wet,City,,40.6872425,-75.2481735
955 Oak Hill Rd,Fabri-Kal,B,Existing,352500,,$5.27 - 6.44 (Est.),Warehouse,Mountain Top,100.00,1999,,352500,0.11,"32'0""",,50,3000a/277-480v 3p,Conrail,,2025 Tax @ $0.6684/sf,,,0,"2/12'0""w x 16'0""h",,,89,41.1255453,-75.8894067
585 Oak Ridge Rd,52A,B,Existing,360360,,$6.27 - 7.66 (Est.),Distribution,Hazleton,100.00,2001,2004,360360,0.28,"32'0""",50'w x 44'd,22,800a/277-480v 3p,,Yes,2025 Tax @ $0.5835/sf,,,0,"1/14'0""w x 12'0""h",ESFR,Yes,101,40.9226358,-76.0601228
9024 Old Route 22,LogistiCenter at Midway South,A,Existing,304000,,$8.48 - 10.37 (Est.),Warehouse,Bethel,100.00,2019,,304000,0.65,"36'6""",54'w x 52'd,44,2500a,,Yes,2025 Tax @ $0.3753/sf,,,0,"2/14'0""w x 14'0""h",ESFR,Yes,240,40.4787767,-76.2511445
8 E Oregon Ave,,C,Existing,333545,,$10.78 - 13.18 (Est.),Warehouse,Philadelphia,100.00,1929,,41693,0.30,"18'0""",,10,480a/227-480v 3p,,,2024 Tax @ $0.4047/sf,,,0,"1/10'0""w x 14'0""h",,,100,39.9126490,-75.1433350
6310 Passyunk Avenue,Bridge Point South Philadelphia,A,Existing,487590,487590,$9.96 - 12.17 (Est.),Distribution,Philadelphia,0.00,2025,,487590,0.50,"40'0""",55'w,91,4000a/480v 3p,,,2025 Tax @ $0.0069/sf,,487590,487590,"4/14'0""w x 16'0""h",ESFR,,339,39.9147552,-75.2149414
700 Pattison Ave,Jetro Building,B,Existing,300000,,$8.59 - 10.50 (Est.),Distribution,Philadelphia,100.00,1970,2001,300000,0.00,"24'0""",42'w x 42'd,15,,,City,2024 Tax @ $0.6313/sf,,,0,None,Wet,City,,39.9016177,-75.1637517
1501 Penn Ave,Wholey Building,C,Existing,336000,,$10.52 - 12.86 (Est.),Warehouse,Pittsburgh,100.00,1928,,45714,0.37,,,,,,,2024 Tax @ $0.1868/sf,,,0,,Yes,,120,40.4487641,-79.9886985
51 Pennwood Pl,Thorn Hill Distribution Center,A,Existing,313371,,$9.01 - 11.01 (Est.),Distribution,Warrendale,100.00,1997,,430613,1.53,"30'0""",40'w x 48'd,30,,,,,,,0,,,,481,40.6778567,-80.1123042
500 Perth Dr,,C,Existing,307926,,$6.41 - 7.83 (Est.),Warehouse,Ambridge,100.00,1925,,307926,0.12,"36'0""",,2,,,,2024 Tax @ $0.0429/sf,,,0,7,Wet,,36,40.5993360,-80.2284611
1 Philips Dr,,B,Existing,400000,,$5.88 - 7.19 (Est.),Distribution,Mountain Top,100.00,1992,,400000,,"29'0""",,32,,,,2025 Tax @ $0.8009/sf,,,0,None,,,,41.1343283,-75.8825954
110 Pitney Rd,Playskool Facility,C,Existing,468801,,$7.34 - 8.97 (Est.),Warehouse,Lancaster,100.00,1956,,468801,1.06,"18'0""",,12,3p,,,2024 Tax @ $0.5363/sf,,,0,1,Yes,,,40.0462568,-76.2712340
348-350 Poplar St,,C,Existing,413745,,$6.44 - 7.87 (Est.),Distribution,Hanover,100.00,1973,,413745,0.29,"24'0""",,35,200a/110-208v,,Yes,2025 Tax @ $0.0046/sf,,,0,2,Yes,Yes,120,39.7966431,-76.9952657
2 Preble Ave,,C,Existing,347227,,$7.24 - 8.85 (Est.),Warehouse,Pittsburgh,100.00,,,124948,,,,,,,,2024 Tax @ $0.0114/sf,,,0,None,,,14,40.4570690,-80.0337030
401 Quality Cir,Building 3,B,Existing,324000,,$7.55 - 9.22 (Est.),Distribution,Harrisburg,100.00,2001,,324000,,"30'0""",50'w x 50'd,44,2000a 3p 3w,,City,2025 Tax @ $0.9729/sf,,,0,2,ESFR,City,,40.3533269,-76.7356801
7900 N Radcliffe St,Old Main St Tullytown,C,Existing,469268,,$5.13 - 6.27 (Est.),Warehouse,Bristol,100.00,1933,1981,200000,0.25,"30'0""",,26,400-800a 3p,Conrail,City,2024 Tax @ $0.1868/sf,,,0,"7/10'0""w x 16'0""h",Dry,City,100,40.1312220,-74.8206960
465 Railroad Ave,,B,Existing,397042,397042,$6.88 - 8.41 (Est.),Warehouse,Camp Hill,0.00,1953,,397042,0.98,"26'0""",,46,16000a/227-480v,,,2025 Tax @ $0.2922/sf,,397042,397042,None,Wet,,390,40.2255530,-76.9583247
2170 N Reading Rd,,A,Existing,306000,,$7.34 - 8.97 (Est.),Warehouse,Denver,100.00,2024,,306000,,,,,,,,,,,0,,,,,40.2255357,-76.0947337
2222 N Reading Rd,,A,Existing,325500,,$7.34 - 8.97 (Est.),Warehouse,Denver,100.00,2024,,325500,0.49,"36'0""",50'w x 54'd,22,Heavy,,City,,,,0,2,ESFR,City,159,40.2254310,-76.0937769
2800 Red Lion Rd,,B,Existing,386320,,$9.09 - 11.11 (Est.),Warehouse,Philadelphia,100.00,2004,,386320,0.77,,,23,,,,2024 Tax @ $0.7059/sf,,,0,"4/10'0""w x 14'0""h",,,300,40.0874144,-75.0118635
600 Research Dr,,A,Existing,494000,,$6.81 - 8.33 (Est.),Distribution,Pittston,100.00,2022,,494000,0.76,,,,,,,2025 Tax @ $1.2101/sf,,,0,,,,376,41.3070266,-75.7415610
322 Revco Rd,,B,Existing,368594,,$8.19 - 10.01 (Est.),Distribution,Somerset,100.00,1999,,368594,0.63,"24'0""",,39,400-1600a/277-480v,,,2025 Tax @ $0.3964/sf,,,0,2,Wet,Yes,234,40.0268796,-79.0839677
305 Richardson Rd,,B,Existing,380875,,$10.28 - 12.57 (Est.),Warehouse,Lansdale,100.00,1958,,380875,,,,,,,,2024 Tax @ $0.4671/sf,,,0,,,,,40.2697527,-75.2443549
5000 Richmond St,Building 1,A,Existing,411000,286782,$6.94 - 8.48 (Est.),Distribution,Philadelphia,30.22,2025,,411000,0.30,"40'0""",50'w x 56'd,70,1500a/277v 3p,,,,,286782,411000,2,,,125,40.0046183,-75.0651856
3455 Ritner Hwy,,A,Existing,391720,,$9.39 - 11.47 (Est.),Warehouse,Newville,100.00,2022,,391720,0.61,,,44,,,,,,,0,Yes,,,239,40.1340484,-77.3787454
601 River Rd,,A,Existing,310900,,$11.35 - 13.88 (Est.),Warehouse,Bridgeport,100.00,2016,,310900,3.30,"32'0""",,76,,,,2024 Tax @ $2.1850/sf,,,0,4,,,1023,40.0905531,-75.3309147
900 River Rd,,A,Existing,331525,,$10.81 - 13.22 (Est.),Distribution,Conshohocken,100.00,2022,,331525,1.40,"36'0""",50'w x 53'd,33,3000a/277-480v 3p,,,2024 Tax @ $1.0737/sf,,,0,"4/12'0""w x 16'0""h",ESFR,,463,40.0842040,-75.3237691
